SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
Collared brown lemur,Eulemur collaris,Blood,Female,12.87,X205600840020_R04C02,GSM6993044
Aye-aye,Daubentonia madagascariensis,Blood,Female,14.13,X205600840020_R05C01,GSM6993039
Collared brown lemur,Eulemur collaris,Blood,Female,33.83,X205600840020_R05C02,GSM6993045
Aye-aye,Daubentonia madagascariensis,Blood,Female,36.67,X205600840020_R06C01,GSM6993040
Crowned lemur,Eulemur coronatus,Blood,Male,0.98,X205600840020_R06C02,GSM6993046
Human,Homo sapiens,Blood,Male,87.35068493,X205600840021_R01C01,GSM6992876
Human,Homo sapiens,Blood,Male,84.8739726,X205600840021_R01C02,GSM6992882
Human,Homo sapiens,Blood,Female,72.78356164,X205600840021_R02C01,GSM6992877
Human,Homo sapiens,Blood,Male,60.03835616,X205600840021_R02C02,GSM6992883
Human,Homo sapiens,Blood,Male,56.88493151,X205600840021_R03C01,GSM6992878
Human,Homo sapiens,Blood,Male,68.59602515,X205600840021_R03C02,GSM6992884
Human,Homo sapiens,Blood,Female,72.41643836,X205600840021_R04C01,GSM6992879
Human,Homo sapiens,Blood,Male,70.95890411,X205600840021_R04C02,GSM6992885
Human,Homo sapiens,Blood,Male,65.16438356,X205600840021_R05C01,GSM6992880
Human,Homo sapiens,Blood,Male,66.2739726,X205600840021_R05C02,GSM6992886
Human,Homo sapiens,Blood,Female,63.73424658,X205600840021_R06C01,GSM6992881
Human,Homo sapiens,Blood,Female,60.09863014,X205600840021_R06C02,GSM6992887
Lesser hedgehog tenrec,Echinops telfairi,Skin,,2.166666667,X205600840022_R01C01,GSM6993296
African mole rat,Cryptomys hottentotus,Brain,,,X205600840022_R01C02,GSM6993302
Lesser hedgehog tenrec,Echinops telfairi,Liver,,2.166666667,X205600840022_R02C01,GSM6993297
African mole rat,Cryptomys hottentotus,Muscle,,,X205600840022_R02C02,GSM6993303
Lesser hedgehog tenrec,Echinops telfairi,Brain,,2.166666667,X205600840022_R03C01,GSM6993298
African mole rat,Cryptomys hottentotus,Skin,,,X205600840022_R03C02,GSM6993304
Lesser hedgehog tenrec,Echinops telfairi,Muscle,,2.166666667,X205600840022_R04C01,GSM6993299
African mole rat,Cryptomys hottentotus,Liver,,,X205600840022_R04C02,GSM6993305
Lesser hedgehog tenrec,Echinops telfairi,Skin,,2.166666667,X205600840022_R05C01,GSM6993300
African mole rat,Cryptomys hottentotus,Muscle,,,X205600840022_R05C02,GSM6993306
Lesser hedgehog tenrec,Echinops telfairi,Liver,,2.166666667,X205600840022_R06C01,GSM6993301
African mole rat,Cryptomys hottentotus,Skin,,,X205600840022_R06C02,GSM6993307
Human,Homo sapiens,Blood,Female,55.75342466,X205600840023_R01C01,GSM6992852
Human,Homo sapiens,Blood,Female,76.8,X205600840023_R01C02,GSM6992858
Human,Homo sapiens,Blood,Female,74.40547945,X205600840023_R02C01,GSM6992853
Human,Homo sapiens,Blood,Male,71.43013699,X205600840023_R02C02,GSM6992859
Human,Homo sapiens,Blood,Male,62.69589041,X205600840023_R03C01,GSM6992854
Human,Homo sapiens,Blood,Male,65.66983307,X205600840023_R03C02,GSM6992860
Human,Homo sapiens,Blood,Female,61.90136986,X205600840023_R04C01,GSM6992855
Human,Homo sapiens,Blood,Female,66.39178082,X205600840023_R04C02,GSM6992861
Human,Homo sapiens,Blood,Male,60.83835616,X205600840023_R05C01,GSM6992856
Human,Homo sapiens,Blood,Female,72.07945205,X205600840023_R05C02,GSM6992862
Human,Homo sapiens,Blood,Male,68.83013699,X205600840023_R06C01,GSM6992857
Human,Homo sapiens,Blood,Female,81.27061157,X205600840023_R06C02,GSM6992863
Human,Homo sapiens,Blood,Male,81.19125683,X205600840028_R01C01,GSM6992769
Human,Homo sapiens,Blood,Female,79.65300546,X205600840028_R01C02,GSM6992775
Human,Homo sapiens,Blood,Female,66.34699454,X205600840028_R02C01,GSM6992770
Human,Homo sapiens,Blood,Male,82.44582678,X205600840028_R02C02,GSM6992776
Human,Homo sapiens,Blood,Male,79.60928962,X205600840028_R03C01,GSM6992771
Human,Homo sapiens,Blood,Female,65.71675275,X205600840028_R03C02,GSM6992777
Human,Homo sapiens,Blood,Male,76.22191781,X205600840028_R04C01,GSM6992772
Human,Homo sapiens,Blood,Female,63.34794521,X205600840028_R04C02,GSM6992778
Human,Homo sapiens,Blood,Male,77.28688525,X205600840028_R05C01,GSM6992773
Human,Homo sapiens,Blood,Male,65.49770192,X205600840028_R05C02,GSM6992779
Human,Homo sapiens,Blood,Male,69.23561644,X205600840028_R06C01,GSM6992774
Human,Homo sapiens,Blood,Male,71.69589041,X205600840028_R06C02,GSM6992780
Human,Homo sapiens,Blood,Female,68.39071038,X205600840030_R01C01,GSM6992781
Human,Homo sapiens,Blood,Male,73.90034434,X205600840030_R01C02,GSM6992787
Human,Homo sapiens,Blood,Male,72.50273224,X205600840030_R02C01,GSM6992782
Human,Homo sapiens,Blood,Female,63.96994536,X205600840030_R02C02,GSM6992788
Human,Homo sapiens,Blood,Male,63.14794521,X205600840030_R03C01,GSM6992783
Human,Homo sapiens,Blood,Male,59.86027397,X205600840030_R03C02,GSM6992789
Human,Homo sapiens,Blood,Male,65.32240437,X205600840030_R04C01,GSM6992784
Human,Homo sapiens,Blood,Male,54.07123288,X205600840030_R04C02,GSM6992790
Human,Homo sapiens,Blood,Male,58.20765027,X205600840030_R05C01,GSM6992785
Human,Homo sapiens,Blood,Female,66.84383562,X205600840030_R05C02,GSM6992791
Human,Homo sapiens,Blood,Male,84.86388951,X205600840030_R06C01,GSM6992786
Human,Homo sapiens,Blood,Male,33.68767123,X205600840030_R06C02,GSM6992792
Human,Homo sapiens,Blood,Male,51.6630137,X205600840031_R01C01,GSM6992793
Human,Homo sapiens,Blood,Male,50.19726027,X205600840031_R01C02,GSM6992799
Human,Homo sapiens,Blood,Female,71.73770492,X205600840031_R02C01,GSM6992794
Human,Homo sapiens,Blood,Female,65.57103825,X205600840031_R02C02,GSM6992800
Human,Homo sapiens,Blood,Male,70.03287671,X205600840031_R03C01,GSM6992795
Human,Homo sapiens,Blood,Female,62.81758365,X205600840031_R03C02,GSM6992801
Human,Homo sapiens,Blood,Male,77.03825137,X205600840031_R04C01,GSM6992796
Human,Homo sapiens,Blood,Male,67.15890411,X205600840031_R04C02,GSM6992802
Human,Homo sapiens,Blood,Male,59.75068493,X205600840031_R05C01,GSM6992797
Human,Homo sapiens,Blood,Female,61.60655738,X205600840031_R05C02,GSM6992803
Human,Homo sapiens,Blood,Male,85.28702747,X205600840031_R06C01,GSM6992798
Human,Homo sapiens,Blood,Female,89.40437158,X205600840031_R06C02,GSM6992804
Human,Homo sapiens,Blood,Female,46.36712329,X205600840032_R01C01,GSM6992805
Human,Homo sapiens,Blood,Male,92.04383562,X205600840032_R01C02,GSM6992811
Human,Homo sapiens,Blood,Male,61.77913017,X205600840032_R02C01,GSM6992806
Human,Homo sapiens,Blood,Male,61.0,X205600840032_R02C02,GSM6992812
Human,Homo sapiens,Blood,Male,65.12568306,X205600840032_R03C01,GSM6992807
Human,Homo sapiens,Blood,Male,81.76712329,X205600840032_R03C02,GSM6992813
Human,Homo sapiens,Blood,Female,86.79328543,X205600840032_R04C01,GSM6992808
Human,Homo sapiens,Blood,Female,84.40273973,X205600840032_R04C02,GSM6992814
Human,Homo sapiens,Blood,Male,79.68579235,X205600840032_R05C01,GSM6992809
Human,Homo sapiens,Blood,Female,57.66963845,X205600840032_R05C02,GSM6992815
Human,Homo sapiens,Blood,Female,78.29315068,X205600840032_R06C01,GSM6992810
Human,Homo sapiens,Blood,Female,63.25956284,X205600840032_R06C02,GSM6992816
Human,Homo sapiens,Blood,Male,77.65963021,X205600840038_R01C01,GSM6992828
Human,Homo sapiens,Blood,Male,85.20218579,X205600840038_R01C02,GSM6992834
Human,Homo sapiens,Blood,Female,58.19178082,X205600840038_R02C01,GSM6992829
Human,Homo sapiens,Blood,Male,65.31506849,X205600840038_R02C02,GSM6992835
Human,Homo sapiens,Blood,Male,54.57431694,X205600840038_R03C01,GSM6992830
Human,Homo sapiens,Blood,Male,72.42115428,X205600840038_R03C02,GSM6992836
Human,Homo sapiens,Blood,Female,69.92054795,X205600840038_R04C01,GSM6992831
Human,Homo sapiens,Blood,Male,81.50684932,X205600840038_R04C02,GSM6992837
Human,Homo sapiens,Blood,Male,69.57684707,X205600840038_R05C01,GSM6992832
Human,Homo sapiens,Blood,Male,54.01369863,X205600840038_R05C02,GSM6992838
Human,Homo sapiens,Blood,Male,72.26268433,X205600840038_R06C01,GSM6992833
Human,Homo sapiens,Blood,Female,55.07671233,X205600840038_R06C02,GSM6992839
Human,Homo sapiens,Blood,Male,58.90241785,X205600840039_R01C02,GSM6992822
Human,Homo sapiens,Blood,Male,76.03825137,X205600840039_R02C01,GSM6992817
Human,Homo sapiens,Blood,Male,81.30136986,X205600840039_R02C02,GSM6992823
Human,Homo sapiens,Blood,Male,83.68852459,X205600840039_R03C01,GSM6992818
Human,Homo sapiens,Blood,Male,56.83287671,X205600840039_R03C02,GSM6992824
Human,Homo sapiens,Blood,Male,63.51912568,X205600840039_R04C01,GSM6992819
Human,Homo sapiens,Blood,Male,75.21857923,X205600840039_R04C02,GSM6992825
Human,Homo sapiens,Blood,Male,65.30410959,X205600840039_R05C01,GSM6992820
Human,Homo sapiens,Blood,Female,70.4266487,X205600840039_R05C02,GSM6992826
Human,Homo sapiens,Blood,Male,75.25753425,X205600840039_R06C01,GSM6992821
Human,Homo sapiens,Blood,Male,51.73224044,X205600840039_R06C02,GSM6992827
Dog,Canis lupus familiaris,Blood,Male,7.5,X205600840040_R01C01,GSM6982754
Dog,Canis lupus familiaris,Blood,Male,5.8,X205600840040_R01C02,GSM6982759
Dog,Canis lupus familiaris,Blood,Male,6.6,X205600840040_R02C01,GSM6982755
Dog,Canis lupus familiaris,Blood,Male,11.0,X205600840040_R02C02,GSM6982760
Dog,Canis lupus familiaris,Blood,Female,9.9,X205600840040_R03C01,GSM6982756
Dog,Canis lupus familiaris,Blood,Male,10.1,X205600840040_R03C02,GSM6982761
Dog,Canis lupus familiaris,Blood,Female,6.6,X205600840040_R04C01,GSM6982757
Dog,Canis lupus familiaris,Blood,Male,6.0,X205600840040_R04C02,GSM6982762
Dog,Canis lupus familiaris,Blood,Female,3.3,X205600840040_R05C02,GSM6982763
Dog,Canis lupus familiaris,Blood,Female,4.9,X205600840040_R06C01,GSM6982758
Dog,Canis lupus familiaris,Blood,Female,14.5,X205600840041_R01C01,GSM6982731
Dog,Canis lupus familiaris,Blood,Female,0.5,X205600840041_R01C02,GSM6982737
Dog,Canis lupus familiaris,Blood,Female,11.4,X205600840041_R02C01,GSM6982732
Dog,Canis lupus familiaris,Blood,Female,5.7,X205600840041_R02C02,GSM6982738
Dog,Canis lupus familiaris,Blood,Male,1.2,X205600840041_R03C01,GSM6982733
Dog,Canis lupus familiaris,Blood,Female,8.4,X205600840041_R03C02,GSM6982739
Dog,Canis lupus familiaris,Blood,Male,1.8,X205600840041_R04C01,GSM6982734
Dog,Canis lupus familiaris,Blood,Male,7.2,X205600840041_R04C02,GSM6982740
Dog,Canis lupus familiaris,Blood,Female,11.5,X205600840041_R05C01,GSM6982735
Dog,Canis lupus familiaris,Blood,Female,1.0,X205600840041_R05C02,GSM6982741
Dog,Canis lupus familiaris,Blood,Male,4.5,X205600840041_R06C01,GSM6982736
Dog,Canis lupus familiaris,Blood,Female,0.5,X205600840041_R06C02,GSM6982742
Dog,Canis lupus familiaris,Blood,Male,12.0,X205600840042_R01C01,GSM6982719
Dog,Canis lupus familiaris,Blood,Male,12.3,X205600840042_R01C02,GSM6982725
Dog,Canis lupus familiaris,Blood,Male,1.6,X205600840042_R02C01,GSM6982720
Dog,Canis lupus familiaris,Blood,Female,0.7,X205600840042_R02C02,GSM6982726
Dog,Canis lupus familiaris,Blood,Male,4.1,X205600840042_R03C01,GSM6982721
Dog,Canis lupus familiaris,Blood,Male,5.83,X205600840042_R03C02,GSM6982727
Dog,Canis lupus familiaris,Blood,Female,12.8,X205600840042_R04C01,GSM6982722
Dog,Canis lupus familiaris,Blood,Male,1.2,X205600840042_R04C02,GSM6982728
Dog,Canis lupus familiaris,Blood,Male,6.4,X205600840042_R05C01,GSM6982723
Dog,Canis lupus familiaris,Blood,Female,3.0,X205600840042_R05C02,GSM6982729
Dog,Canis lupus familiaris,Blood,Female,3.5,X205600840042_R06C01,GSM6982724
Dog,Canis lupus familiaris,Blood,Female,2.8,X205600840042_R06C02,GSM6982730
Dog,Canis lupus familiaris,Blood,Male,8.2,X205600840046_R01C01,GSM6982676
Dog,Canis lupus familiaris,Blood,Female,12.6,X205600840046_R01C02,GSM6982681
Dog,Canis lupus familiaris,Blood,Female,11.3,X205600840046_R02C01,GSM6982677
Dog,Canis lupus familiaris,Blood,Female,14.3,X205600840046_R02C02,GSM6982682
Dog,Canis lupus familiaris,Blood,Female,4.3,X205600840046_R03C01,GSM6982678
Dog,Canis lupus familiaris,Blood,Female,4.0,X205600840046_R03C02,GSM6982683
Dog,Canis lupus familiaris,Blood,Female,17.5,X205600840046_R04C01,GSM6982679
Dog,Canis lupus familiaris,Blood,Female,7.0,X205600840046_R04C02,GSM6982684
Dog,Canis lupus familiaris,Blood,Male,2.1,X205600840046_R05C02,GSM6982685
Dog,Canis lupus familiaris,Blood,Male,16.4,X205600840046_R06C01,GSM6982680
Naked mole rat,Heterocephalus glaber,iPSC,Male,,X205600840047_R01C01,GSM6992143
Pig,Sus scrofa domesticus,Fetus,,-0.16,X205600840047_R01C02,GSM6992148
Naked mole rat,Heterocephalus glaber,iPSC,Male,,X205600840047_R02C01,GSM6992144
Yuma myotis,Myotis yumanensis,Fibroblast,,,X205600840047_R02C02,GSM6992149
Muskrat,Ondatra zibethicus,iPSC,,,X205600840047_R03C01,GSM6992145
Naked mole rat,Heterocephalus glaber,iPSC,Male,,X205600840047_R03C02,GSM6992150
Naked mole rat,Heterocephalus glaber,iPSC,Male,,X205600840047_R04C02,GSM6992151
Naked mole rat,Heterocephalus glaber,Fibroblast,Male,1.0,X205600840047_R05C01,GSM6992146
Naked mole rat,Heterocephalus glaber,Fibroblast,Male,,X205600840047_R06C01,GSM6992147
Dog,Canis lupus familiaris,Blood,Female,1.3,X205600840048_R01C01,GSM6982664
Dog,Canis lupus familiaris,Blood,Female,4.5,X205600840048_R01C02,GSM6982670
Dog,Canis lupus familiaris,Blood,Female,1.2,X205600840048_R02C01,GSM6982665
Dog,Canis lupus familiaris,Blood,Male,10.5,X205600840048_R02C02,GSM6982671
Dog,Canis lupus familiaris,Blood,Female,10.1,X205600840048_R03C01,GSM6982666
Dog,Canis lupus familiaris,Blood,Male,4.2,X205600840048_R03C02,GSM6982672
Dog,Canis lupus familiaris,Blood,Female,6.1,X205600840048_R04C01,GSM6982667
Dog,Canis lupus familiaris,Blood,Male,11.3,X205600840048_R04C02,GSM6982673
Dog,Canis lupus familiaris,Blood,Female,,X205600840048_R05C01,GSM6982668
Dog,Canis lupus familiaris,Blood,Male,,X205600840048_R05C02,GSM6982674
Dog,Canis lupus familiaris,Blood,Male,,X205600840048_R06C01,GSM6982669
Dog,Canis lupus familiaris,Blood,Male,9.7,X205600840048_R06C02,GSM6982675
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840051_R03C01,GSM6992113
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840051_R04C02,GSM6992114
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840058_R05C01,GSM6992115
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840058_R05C02,GSM6992116
Dog,Canis lupus familiaris,Blood,Male,11.2,X205600840062_R01C01,GSM6982764
Dog,Canis lupus familiaris,Blood,Male,1.2,X205600840062_R01C02,GSM6982769
Dog,Canis lupus familiaris,Blood,Female,2.9,X205600840062_R02C01,GSM6982765
Dog,Canis lupus familiaris,Blood,Female,0.8,X205600840062_R02C02,GSM6982770
Dog,Canis lupus familiaris,Blood,Male,7.0,X205600840062_R03C02,GSM6982771
Dog,Canis lupus familiaris,Blood,Female,1.5,X205600840062_R04C01,GSM6982766
Dog,Canis lupus familiaris,Blood,Male,9.4,X205600840062_R04C02,GSM6982772
Dog,Canis lupus familiaris,Blood,Male,0.5,X205600840062_R05C01,GSM6982767
Dog,Canis lupus familiaris,Blood,Male,2.1,X205600840062_R05C02,GSM6982773
Dog,Canis lupus familiaris,Blood,Male,1.3,X205600840062_R06C01,GSM6982768
Dog,Canis lupus familiaris,Blood,Male,1.0,X205600840062_R06C02,GSM6982774
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,37.0,X205600840063_R01C01,GSM6992735
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Female,19.0,X205600840063_R01C02,GSM6992741
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,,X205600840063_R02C01,GSM6992736
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,31.0,X205600840063_R02C02,GSM6992742
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Female,15.0,X205600840063_R03C01,GSM6992737
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,19.0,X205600840063_R03C02,GSM6992743
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,20.0,X205600840063_R04C01,GSM6992738
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,24.0,X205600840063_R04C02,GSM6992744
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,21.0,X205600840063_R05C01,GSM6992739
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,19.0,X205600840063_R05C02,GSM6992745
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,15.0,X205600840063_R06C01,GSM6992740
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,20.0,X205600840063_R06C02,GSM6992746
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Female,12.0,X205600840064_R01C01,GSM6992723
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,8.0,X205600840064_R01C02,GSM6992729
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,18.0,X205600840064_R02C01,GSM6992724
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,17.0,X205600840064_R02C02,GSM6992730
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,24.0,X205600840064_R03C01,GSM6992725
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Female,14.0,X205600840064_R03C02,GSM6992731
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Female,3.0,X205600840064_R04C01,GSM6992726
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,19.0,X205600840064_R04C02,GSM6992732
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,23.0,X205600840064_R05C01,GSM6992727
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,7.0,X205600840064_R05C02,GSM6992733
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,14.0,X205600840064_R06C01,GSM6992728
Indo-Pacific bottlenose dolphin,Tursiops aduncus,Skin,Male,19.0,X205600840064_R06C02,GSM6992734
Dog,Canis lupus familiaris,Blood,Female,13.3,X205600840065_R01C01,GSM6982628
Dog,Canis lupus familiaris,Blood,Female,7.2,X205600840065_R01C02,GSM6982634
Dog,Canis lupus familiaris,Blood,Female,7.5,X205600840065_R02C01,GSM6982629
Dog,Canis lupus familiaris,Blood,Female,5.2,X205600840065_R02C02,GSM6982635
Dog,Canis lupus familiaris,Blood,Female,13.3,X205600840065_R03C01,GSM6982630
Dog,Canis lupus familiaris,Blood,Female,7.0,X205600840065_R03C02,GSM6982636
Dog,Canis lupus familiaris,Blood,Female,7.1,X205600840065_R04C01,GSM6982631
Dog,Canis lupus familiaris,Blood,Male,3.3,X205600840065_R04C02,GSM6982637
Dog,Canis lupus familiaris,Blood,Female,2.3,X205600840065_R05C01,GSM6982632
Dog,Canis lupus familiaris,Blood,Male,13.2,X205600840065_R05C02,GSM6982638
Dog,Canis lupus familiaris,Blood,Male,2.4,X205600840065_R06C01,GSM6982633
Dog,Canis lupus familiaris,Blood,Female,3.0,X205600840065_R06C02,GSM6982639
Red ruffed lemur(V.variegata),Varecia variegata,Blood,Male,39.39,X205600840067_R01C01,GSM6993103
Bamboo lemur,Hapalemur griseus,Skin,Female,26.12,X205600840067_R01C02,GSM6993109
White-headed lemur,Eulemur albifrons,Skin,Female,34.59,X205600840067_R02C01,GSM6993104
Fat-tailed dwarf lemur,Cheirogaleus medius,Skin,Male,29.62,X205600840067_R02C02,GSM6993110
Black lemur,Eulemur macaco,Skin,Male,34.48,X205600840067_R03C01,GSM6993105
Blue-eyed black lemur,Eulemur flavifrons,Skin,Male,20.41,X205600840067_R03C02,GSM6993111
Slender loris,Loris tardigradus,Skin,Female,17.21,X205600840067_R04C01,GSM6993106
Sanford's brown lemur,Eulemur sanfordi,Skin,Female,32.94,X205600840067_R04C02,GSM6993112
Red-bellied lemur,Eulemur rubriventer,Skin,Female,33.84,X205600840067_R05C01,GSM6993107
Greater galago,Otolemur crassicaudatus,Skin,Female,14.69,X205600840067_R05C02,GSM6993113
Ring-tailed lemur,Lemur catta,Skin,Male,0.06,X205600840067_R06C01,GSM6993108
Red ruffed lemur(V.rubra),Varecia rubra,Skin,Male,0.38,X205600840067_R06C02,GSM6993114
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840069_R01C01,GSM6980787
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R01C02,GSM6980793
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R02C01,GSM6980788
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R02C02,GSM6980794
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840069_R03C01,GSM6980789
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R03C02,GSM6980795
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840069_R04C01,GSM6980790
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R04C02,GSM6980796
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840069_R05C01,GSM6980791
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R05C02,GSM6980797
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R06C01,GSM6980792
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840069_R06C02,GSM6980798
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R01C01,GSM6980823
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R01C02,GSM6980829
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R02C01,GSM6980824
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R02C02,GSM6980830
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R03C01,GSM6980825
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R03C02,GSM6980831
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R04C01,GSM6980826
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R04C02,GSM6980832
Maui dolphin,Cephalorhynchus hectori maui,Skin,Female,,X205600840071_R05C01,GSM6980827
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R05C02,GSM6980833
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R06C01,GSM6980828
Maui dolphin,Cephalorhynchus hectori maui,Skin,Male,,X205600840071_R06C02,GSM6980834
Crowned lemur,Eulemur coronatus,Skin,Male,19.1,X205600840073_R01C01,GSM6993115
